"screen_name","text"
"terramorpher","@straczynski The anti-vaccine movement has collected myths from the competition of pharmaceutical companies:
Alien DNA in vaccine -competition from polio vaccines
Heavy metals in vaccine -competition between tetanus vaccines for livestock
Vaccine autism -a competition between measles vaccines"
"ivy77995639","@AlboMP @Emma4Dobell Anthony, Iâ€™m not an anti-vaxxer and Iâ€™m a whole supporter of the government policies. I have been suffering from Tachycardia right after the second dose of Pfizer,  since itâ€™s not a documented side affect, none of the doctor is willing to associated with the vaccine."
"SteveBenedict17","@JediPartTime @benshapiro I donâ€™t listen to what â€œleft-wing talking heads say about him.â€ I read his evil, anti-vaccine material."
"urethroplasty","@StefanTheNurse The hash tag has given me a huge number of anti vaccine nut jobs to block."
"_useless_eater","@PlausibleUse @ProgressTroll @jimmy_dore Who makes more money the vaccine manufacturers or anti-vaxxers? Go ahead take a guessâ€¦
Btw it doesnâ€™t work (after about 10 weeks): 
https://t.co/5QJ9spK8dx"
"JayCart07660953","All the blame goes to the anti vaccine crowd along with the failure of more wealthy countries providing adequate support to less well off countries so they can get their citizens vaccinated. https://t.co/O3GnoS366I"
"MplsRun","It'd be better game if the bills didn't suffer from multiple players being pro-covid anti-science and refusing to get the vaccine for themselves or their community or their team https://t.co/sLu9RbRwVb"
"PlausibleUse","@_useless_eater @ProgressTroll @jimmy_dore If 95 pct of doctors and scientists (who aren't anti vax grifters) agree the vaccine works, and you're smarter than all of them. You will refuse medical attention if needed if you get Covid, correct? Because they are all dumb, and you're smart."
"johanson9","@kennykatie @michelle_duff @michelle_duff people don't trust the media because you ignore the 1300 serious adverse vaccine reactions in Govt records? How about the plethora of pro vaccination mandate op eds but NOT one anti this position despite the fact that a large % of Kiwis do not support this"
"Israelkicksass","@daiclife @a_zionist @P3ng1z @AdinHaykin1 @sharkdiveruk You know zero about actual facism. Facism wouldn't have free speech, free journalism, free criticism, freedom to protest, anti Zionist Arab parties sit in Israeli knesset. Not everything starts and ends with vaccine. By the way their are thousands unvaccinated. So calm down."
"AGoldsmithEsq","@mysteriouskat @gorskon @mistahbuhau @NicholasBardy @BretWeinstein But the same people who are peddling anti-vaccine nonsense want to keep talking about ivermectin precisely because they know they have an audience based on its political Fanbase and assists by clowns like Joe Rogan. /3"
"AGoldsmithEsq","@DCGreenZone1 @JLRSTL @Wheres_My_Beef @foofdawg @betrollinyou @FrankDElia7 @Bruidhinn @provaxtexan @MdRisette @Mchael21592783M @melissa94307909 @crabb_vicki @mcfunny @TakethatCt @Suesue2point0 @ScienceyS @Kolyin @dwramzimdmph @doritmi @indyymac @ncdave4life @lucialiljegren @stevenmosher @AndrewLazarus4 @_mamadeb @quigley_jesse @iBlatant @gobantwo2 @diederikdk @tenebra99 @LiamKav @Tony__Heller @TonyBaduy @Kathmarval @MilanovNina @ghoppe @AndyMac84956921 @SpookyJay36 @BichonAtLaw @deNutrients @floraoddchild @CharaStone6 @chickaboy @Top_Muppetries @smyl2day @SkepticalMutant @AcademicShards @ConsequentialBr @carlsmythe @policing_uk You do know sheâ€™s completely full of shit. Youâ€™re the only anti vaxxer on here that I actually like. I am really worried about you. I donâ€™t want to see you get killed or disabled by this disease when you donâ€™t have to just because youâ€™ve latched onto the anti-vaccine BS wagon"
"Quick_Smoke","@zerosum24 It's obviously the omicron virus causing this...buy bill gates  anti virus for yourself he's been developing vaccine anti virus for years. Too much competition in the tech world he going human now"
"Lenoc005","The Covid-19 vaccination map looks almost exactly like the election map

Now we need to tell the un-vaxxed that all the anti-vaxx misinformation was a master Dem plot to kill them off, and that Soros and Clinton were behind it

It would Drive. Them. Insane https://t.co/mvN08exwy8"
"TomthunkitsMind","After the vaccine probably saved his life, Fox host Neil Cavuto has become an advocate for vaccines and calls out his colleagues for their anti-vaccine propaganda. 
https://t.co/wTrSbasUpX 04"
"TomthunkitsMind","After the vaccine probably saved his life, Fox host Neil Cavuto has become an advocate for vaccines and calls out his colleagues for their anti-vaccine propaganda. 
https://t.co/wTrSbasUpX 06"
"TomthunkitsMind","Molly: We still have people in the south dying in large numbers because they refuse to take the vaccine and I think itâ€™s because people like Joe Rogan see these anti-vaxxers as easy marksâ€¦ https://t.co/D2ycL3i7gx 01"
"jbarab","@KennethQuincyA1 @PrincipledProg1 @KimIversenShow Read. Learn. There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf"
"jbarab","@Laughing_Lupe @mwest410 @KimIversenShow Ivermectin?

And vaccines do slow the spread. Not as well as we liked, but nothing is 100%. More important, they significantly reduce hospitalizations and deaths. https://t.co/GbJrFi47Gf"
"jbarab","@WaitButWhy11 @KimIversenShow It helps prevent infections, hospitalizations and deaths. https://t.co/GbJrFilIxN"
"jbarab","@WaitButWhy11 @KimIversenShow Read. Learn. The information, data and facts are everywhere if you want to learn.  I'm assuming you don't, but in case you do, here's a starting point: https://t.co/GbJrFi47Gf"
"jbarab","@trixasis2 @KimIversenShow Actually, they don't. Plus the vaccine significantly reduces hospitalizations and deaths. Read. Learn. There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf"
"jbarab","@DavidGiacomin @swani741 @KimIversenShow Read. Learn. There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf"
"jbarab","@mathewleutwyler @KimIversenShow Read. Learn. Otherwise, you're just wasting my time.  There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf"
"RudySDOwens","Don't laugh. It's real. The son of our last president spoke at an #Antivax event where a main speaker, Carrie Madej, said vaccines contained microscopic technology designed to turn humans into cyborgs. It's 2021 CE not 1421 CE, but not for this movement. https://t.co/3o09H4C1uQ"
"SteveL202","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/Er1MaaObx3"
"KarmiahPea","@julius_sky @m_underscore_c Honestly though, who on the transplant waitlist is rejecting the vaccine? With all the trust they put in medicine and science to the point of consenting to a transplant, you think theyâ€™re also anti-vaxx? Highly unlikely. This hashtag has caused unnecessary harm."
"commonsensesgt","John Witcher, a truly terrible doctor.

MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin https://t.co/AOkf9WbxBE via @Yahoo"
"DrIanWeissman","As the U.S. heads into midterm elections next year, the political right and the anti-vaccine movement are drawing ever-closer together â€” potentially at the cost of thousands of American lives. @RasuShrestha @AlexMMTri @brainbanker #ScienceOverPolitics  https://t.co/hsqlC4CMZD"
"Rescue6592","INSANE: Dictionary Changes ""Anti-Vaxxer"" Definition To Include Those Who Oppose Vaccine MANDATES
/ Ben Shapiro 
(Link in Comments)
https://t.co/0BpAYkfPAj"
"markjc2002","@sara_praeger @bennyjohnson The trouble is, no one is vaccinated. People have received injectable anti-immunal therapies... Not a vaccine."
"CruellasBFF","@GOP Iâ€™ve lost patients with the anti vaccine people - let them go, no vaccine then you donâ€™t get to keep you job."
"Donkeyslayer5","@endings_unhappy The study is questionable, although it is possible that getting the vaccine 'could' lead to a small subsection of ""heart disease"" the correlation is much stronger for those suffering serious Covid-19 infection. Once again anti-vaxxers clinging to bad info
https://t.co/ZTUHFqPUOR"
"TerryPolevoy","@FourWinns298 Rocco Galati links to anti-vaccine &amp; anti-lockdown doctors reported by the CBC. https://t.co/tdvf97PR3c"
"frankshines","The crisis of vaccine hesitancy and the crisis of cratering trust in institutions are one and the same, writes @olgakhazan: https://t.co/rSorZgSZ45"
"BruiserK","@list0pher @KCCINews Not only are you anti vaccine, but you support the enemy."
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow So, William is anti vaxxer as well.  When someone talks about how these vaccines kill you, they are the mark of the beast, etcâ€¦then they are anti vaccine."
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Anti mandate is one thing.  When you spout 99% survival (3 million dead), experimental, jabs donâ€™t work, etcâ€¦you are anti vaccine.  And you canâ€™t have an intelligent conversation so you go to insults"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Anti vaccine. Got it.  <U+0001F44D>"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Again, insults show you have lost. Then hold to your principles and anti vaccine stance. If you get COVID, donâ€™t run to the hospital.  Stay home and take horse paste.  Donâ€™t take a hospital bed."
"BruiserK","@Pattonator2 @SteveDeaceShow It doesnâ€™t jive with Steveâ€™s anti vaccine stance.  The anti vaccine crowd wants the vaccines stopped for either political purposes (continuing the pandemic makes Biden look bad) or they are whacked (mark of the beast, etc).  They say they are anti mandate, they are anti vax."
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Yep, anti vaccine.  Donâ€™t pretend otherwise.  Why do you want the pandemic to continue?"
"BruiserK","@list0pher @KCCINews Youâ€™re anti vaccine though."
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow So you resort to name calling.  Anti vaccine and rude."
"BruiserK","@list0pher @KCCINews No, you are anti vaccine.  And your hero Trump pushed for the vaccines.  Was Operation Warp Speed a failure?"
"NeuroCandies","@KhrystineS @TravisAllen02 Oh they still have a choice, theyâ€™re not forced to get the vaccine. If they donâ€™t want to get vaccinated, they can stay the fuck at home.

Those of us who have been shouldering the burden for the anti-vaxxers/anti-maskers are tired of it. No one has the right to infect others."
"ryanstrang","@JohnPaulDanko @becky_buck I struggle with this congratulations as she was found to be anti-Indigenous &amp; anti-Black on multiple occasions and opposed the vaccine mandate."
"Thanx4AllDaFish","If we really want anti-vaxxers to get the vaccine, just promote it with free Michelob Ultra, Bud Light Seltzer, and Fireball shots"
"WattsDPOY","@kevlar0682 Damn I mean keep up the anti masking then please itâ€™s working out well ;) https://t.co/S20xs4OM9M"
"MariaOzLakshmi","@autistic_muse @Utopiana @PFort35 @DonateLifeToday made a mandatory vaccine policy for donor recipients. The outrage caused amongst the anti-mandate and anti-vax movement has given the issue of registering to donate our organs more advertising.
I am keen to know if they end up with a gain or loss of donors?"
"lexequity","@AndrewJ31046657 If you don't have the flu vaccine are you an anti-vaxxer? Just wondering because there's two standards"
"joannephelps79","Heâ€™s complicit in furthering an anti-vaccine agenda. Heâ€™s an anti-vaxxer. #lalege https://t.co/7RzCDfz5h5"
"mistahbuhau","@mysteriouskat @BretWeinstein Yeah, let's respect people who bring on anti-vaccine talk show host and SAY NOT A SINGLE WORD about their anti-vaccine stance."
